51306743913,ddd,30,245
51306758171,cae,267,293
51306783855,fee,98,25
51306791117,cde,259,15
51306812665,dbe,194,39
51306816168,cdb,279,22
51306839563,eeb,193,170
51306893345,ebc,203,30
51306896632,bfe,37,21
51306899501,bff,75,221
51306921741,bga,295,275
51306931718,abf,145,180
51306936162,bcb,267,130
51306943384,bec,117,262
51306984562,aca,174,124
51306986349,ecc,15,241
51306987026,ace,148,119
51306990045,fcc,187,237
51306990661,baf,189,329
51307007923,baf,282,348
51307042312,gaa,1,188
51307062530,fdg,246,169
51307095083,ecd,77,252
51307109985,aeg,40,206
51307111173,abd,135,47
51307111863,gdd,249,80
51307115101,gbb,170,317
51307140553,aga,24,36
51307169346,adb,80,290
51307170063,eaf,178,68
51307174355,cfc,73,208
51307177127,bag,248,116
51307181146,cdb,57,23
51307202675,gda,229,73
51307203133,afa,75,259
51307222513,ecb,175,68
51307224660,ade,81,76
51307233688,bec,220,301
51307234791,cfg,270,54
51307276539,dfa,58,295
51307283517,gdc,146,212
51307361227,bea,38,292
51307370103,cec,136,102
51307379030,cbb,243,201
51307386358,fca,157,288
51307399025,ebb,98,41
51307414304,cgg,271,182
51307415933,dfe,207,130
51307422122,cgd,288,292
51307434244,eef,95,32
51307440543,ggf,156,67
51307462510,bba,231,124
51307469565,aab,298,153
51307475669,ecg,131,130
51307496205,adg,191,126
51307496397,eee,112,91
51307501013,agf,297,142
51307531764,ecf,204,251
51307536673,dgd,154,103
51307550521,efd,289,142
51307557132,efa,122,67
51307557338,daa,219,63
51307570722,dbe,234,46
51307601407,egc,233,287
51307638053,fcc,25,274
51307661293,dcc,65,10
51307662303,egd,17,219
51307663765,bad,277,46
51307688220,fbf,9,117
51307692759,efe,280,269
51307719934,bca,20,8
51307738063,ccb,268,391
51307738063,gdb,80,153
51307747609,dfc,197,200
51307749960,aea,1,203
51307757681,gae,104,108
51307774889,cff,10,258
51307785847,afg,40,225
51307787214,dfc,259,218
51307803674,fef,190,167
51307846596,cbb,293,174
51307857372,fad,299,36
51307857847,dea,168,287
51307871431,gce,116,21
51307879546,bcd,248,62
51307887826,beb,50,253
51307935830,cce,142,114
51307958206,gde,60,161
51307961791,fdd,229,43
51307963009,bbf,132,287
51307973214,abg,75,232
51307992471,ddg,277,109
51308003232,afc,122,42
51308023596,abd,247,47
51308029211,ddb,192,286
51308049749,egg,12,175
51308057196,dgb,134,24
51308057561,faf,228,55
51308058372,fea,207,213
51308064082,fgg,299,43
51308077029,fag,258,102
51308092097,gdb,23,131
51308106005,bda,245,282
51308116433,eca,6,109
51308129582,dbf,190,234
51308130953,ege,113,117
51308141975,beg,199,197
51308154974,ace,75,122
51308159459,ggd,122,283
51308159755,daf,258,76
51308164056,gge,236,237
51308166450,acb,205,117
51308172663,fce,23,135
51308200893,fdb,276,265
51308208235,ddc,146,204
51308222521,faa,4,245
51308226507,gga,188,173
51308231715,bfe,53,22
51308235201,dce,236,157
51308244034,ccc,238,206
51308264249,cee,103,173
51308269730,bgc,174,203
51308299919,cbg,107,63
51308307722,dee,197,262
51308341729,gbc,222,91
51308358928,gab,39,59
51308375545,cbf,145,189
51308378346,bbb,100,289
51308392822,cfa,185,266
51308393910,gcc,220,15
51308401064,dba,131,132
51308401620,ccg,256,78
51308403326,eeg,89,172
51308413518,cfb,54,139
51308417878,eee,110,97
51308418930,bee,24,219
51308430751,fgc,93,143
51308431113,fcd,276,136
51308443091,eff,66,162
51308463043,dca,277,145
51308483672,cca,239,40
51308484232,adf,294,109
51308500132,gaf,25,11
51308535082,eae,163,57
51308559157,fff,77,6
51308575885,fga,97,148
51308586398,bdf,160,229
51308594488,gfb,182,261
51308601674,eed,27,132
51308605401,afg,206,195
51308609339,gde,244,144
51308641513,cbc,287,168
51308652403,cgc,45,255
51308677868,cdc,148,142
51308703632,dec,25,207
51308704887,bdc,171,279
51308740331,dcf,33,208
51308779502,gfa,256,100
51308789024,dfb,53,58
51308814011,abe,259,221
51308828963,edd,86,227
51308832006,gfe,230,19
51308865026,cdb,47,21
51308865306,aeb,176,176
51308868862,aea,16,211
51308873720,fgb,111,157
51308875774,aed,149,90
51308881199,bdd,265,61
51308883966,abc,288,10
51308886519,gbf,110,225
51308905375,abb,14,42
51308922104,cad,7,154
51308931116,bdb,32,28
51308944125,fab,108,107
51308975884,gca,205,14
51308982305,gfb,159,258
51308984715,acc,224,119
51309005168,bbg,96,212
51309012864,dda,29,223
51309036510,bcc,147,90
51309048646,ebg,27,70
51309064149,aac,148,41
51309154224,eae,241,60
51309158296,cdf,202,182
51309166658,eed,96,155
51309183115,agg,63,47
51309206723,ded,115,248
51309266296,acc,136,95
51309273273,afb,34,187
51309337584,cef,248,152
51309388480,cea,116,143
51309422227,gba,80,82
51309440955,fcg,101,82
51309458350,efg,247,120
51309463089,ceb,146,137
51309469929,cag,6,98
51309493886,gef,97,286
51309497418,gcf,68,90
51309511025,aaf,206,86
51309516228,agb,6,280
51309543301,dcb,114,120
51309563205,fde,174,197
51309586986,adf,166,115
51309589150,edg,62,121
51309599058,cbd,168,196
51309601993,bfb,70,171
51309605612,cfe,196,164
51309608332,abc,246,8
51309637088,ggf,105,64
51309650478,cfb,177,120
51309657112,gae,240,117
51309693169,gcg,3,135
51309695587,cfd,124,139
51309696310,cgd,214,259
51309711207,afe,187,41
51309727013,efc,294,50
51309730684,aba,275,144
51309733499,cdf,113,178
51309742437,gbg,177,9
51309751584,ceg,207,241
51309753179,acg,210,210
51309756884,afe,133,36
51309772122,aeb,152,177
51309783284,ecb,118,67
51309810131,ffa,109,262
51309890698,bbe,197,24
51309903686,aec,236,52
51309910136,ffc,77,224
51309921153,acc,145,104
51309927407,bab,36,206
51309929983,aag,206,318
51309938595,gcc,147,16
51309942728,ebe,66,96
51309945301,gfd,89,290
51309964319,gbb,143,329
51309967086,gee,240,121
51309971227,ged,15,179
51309979986,bea,133,335
51309983110,bfg,47,141
51309989185,ddd,221,205
51309992435,ggg,10,114
51310011158,egc,243,275
51310085895,gff,235,168
51310088117,agc,248,76
51310097018,abf,276,201
51310112329,cab,238,156
51310113424,geb,147,136
51310113616,bgf,295,246
51310123668,bda,239,335
51310124009,aae,278,193
51310139836,fcb,111,157
51310143529,fag,120,94
51310161249,fad,231,39
51310162398,ccb,97,414
51310218069,ebd,249,175
51310231268,dfa,281,351
51310247949,ceb,160,157
51310250633,fgc,136,125
51310253730,ggd,111,232
51310258228,ceb,171,174
51310283245,cdg,42,204
51310305581,bgc,202,209
51310322623,eeb,247,183
51310337412,aad,56,200
51310339148,fba,44,214
51310343336,eaa,184,19
51310360051,bed,30,215
51310361019,aae,288,175
51310365552,eed,278,148
51310391333,bec,43,310
51310410191,ecb,194,67
51310420419,eac,149,28
51310421354,fef,197,140
51310422032,cac,132,118
51310424111,aff,151,211
51310454035,gbf,156,222
51310462816,cca,110,36
51310481081,dfd,183,146
51310515399,eff,200,176
51310560103,bcc,5,81
51310571795,eba,118,318
51310615330,gag,280,283
51310617358,ace,295,142
51310617449,eab,21,268
51310636260,dae,231,217
51310637897,gfg,133,326
51310639240,gfa,164,114
51310644169,fgc,119,105
51310645780,fcg,8,87
51310662152,acc,285,102
51310669715,aea,67,200
51310671437,dcg,107,58
51310695330,gfe,291,15
51310716240,dbf,111,248
51310768614,bac,235,258
51310798286,dbc,146,294
51310801864,bef,65,44
51310819352,efc,133,47
51310823916,afc,259,44
51310839913,agd,115,14
51310844544,cfe,48,195
51310856920,acd,192,223
51310881369,ead,207,129
51310898432,cbc,277,166
51310913601,ebd,166,154
51310921812,bgd,112,145
51310933622,dca,141,150
51310935032,ggc,32,137
51310947115,cbb,53,151
51310951487,dbd,50,128
51310960793,egb,203,98
51310971240,gfc,246,181
51311000976,dab,16,128
51311030939,cff,295,291
51311049754,eac,31,28
51311067605,adg,236,134
51311069684,dca,194,121
51311074013,ccc,275,243
51311077687,def,77,51
51311096101,ega,253,99
51311126733,bae,159,103
51311136719,gdd,61,73
51311159734,abe,210,190
51311166525,egd,165,214
51311190095,ece,278,191
51311195624,abd,288,54
51311208765,bbd,142,76
51311212332,ddb,105,317
51311219377,fgg,94,38
51311233813,fbc,289,148
51311252469,bga,155,305
51311255263,fcf,206,137
51311270109,fdc,93,185
51311307090,bad,297,39
51311326115,aab,29,166
51311331108,fdg,49,187
51311331508,ccf,133,209
51311439676,dbf,36,295
51311455276,gbd,93,174
51311491470,bdf,86,187
51311515519,fdf,63,79
51311526031,adb,260,330
51311578761,edf,299,106
51311584934,dff,170,229
51311621886,ggf,76,76
51311681161,fac,221,223
51311684458,fea,281,217
51311685170,dgf,230,61
51311696476,afe,261,37
51311700085,dge,16,111
51311714177,dbb,93,101
51311719247,abb,230,39
51311721533,ccc,70,240
51311738896,dgb,10,22
51311747192,ffb,86,165
51311749463,ada,191,110
51311783810,bfa,72,301
51311809905,fga,22,143
51311811297,gff,156,154
51311828822,bba,168,141
51311832356,dea,145,318
51311837941,fef,23,130
51311841207,cbc,286,149
51311843140,bdf,235,181
51311845991,dfc,269,207
51311886284,ffe,297,151
51311886544,agg,6,52
51311900645,fgd,135,50
51311904810,aee,263,59
51311921533,age,105,66
51311924208,bde,171,66
51311927316,gbe,172,227
51311945621,cfg,96,52
51311980322,gce,200,20
51312002940,ddc,119,222
51312044838,dad,284,7
51312052233,gcd,109,36
51312063940,ffg,112,12
51312079750,gac,175,290
51312090006,fbf,147,138
51312117415,acd,114,234
51312130517,bcb,169,109
51312130890,deb,34,176
51312151198,cgg,111,151
51312155725,abg,19,262
51312176521,fad,104,34
51312182322,ffg,299,12
51312185172,aab,235,159
51312192121,abg,294,277
51312197368,gfc,2,200
51312204207,geg,146,32
51312205423,gfb,147,258
51312205770,bbf,84,272
51312221111,aeb,188,173
51312239435,ggb,230,285
51312240486,gec,35,238
51312255820,efa,119,54
51312332000,bca,174,8
51312394905,dce,117,155
51312404737,gec,271,199
51312423428,faf,256,53
51312423708,bfd,86,70
51312443485,aed,255,85
51312449660,dbe,108,51
51312477139,dbc,22,305
51312478331,cda,10,32
51312492795,fef,278,107
51312498692,agc,209,66
51312502163,eeb,12,195
51312524121,ded,164,257
51312525073,bcb,181,125
51312526573,bbe,270,25
51312534208,bga,204,256
51312539157,cbe,128,329
51312573568,fbb,255,191
51312632551,acf,214,170
51312672150,ebb,101,41
51312706012,ebc,220,25
51312723383,eea,222,235
51312732508,bdc,288,234
51312760692,ege,137,109
51312797200,ggc,298,146
51312811411,bdd,161,64
51312819779,gdg,145,145
51312867561,dbe,25,55
51312872948,bec,79,310
51312893700,gcg,93,135
51312913662,bgf,141,263
51312958501,fec,65,25
51312977997,cdf,245,174
51312994889,cec,227,116
51313016238,fgd,53,42
51313020186,gga,61,150
51313023263,aaa,235,201
51313026179,cda,2,37
51313044061,faa,243,264
51313054002,bda,73,271
51313063441,bcg,86,66
51313063542,bee,41,247
51313071958,bge,137,65
51313077744,efc,178,53
51313086380,edb,251,107
51313091916,fbd,97,124
51313100760,acc,134,81
51313104893,fbe,296,152
51313107806,dff,143,272
51313114722,ffc,175,185
51313118779,cef,244,147
51313143715,bgb,201,299
51313178735,dfg,152,224
51313183096,adc,228,77
51313215424,ecf,273,293
51313233627,efa,97,43
51313249984,ffd,146,64
51313256519,bfc,18,247
51313272975,ffb,185,171
51313302363,dde,238,132
51313307064,gef,28,311
51313317773,ebf,103,102
51313333235,deg,250,331
51313346894,fbg,201,191
51313351856,fda,182,218
51313361245,aeg,189,226
51313367532,bbc,251,145
51313378439,dac,36,207
51313389538,dgc,234,46
51313400403,bce,167,291
51313401079,afa,249,305
51313414016,dde,38,125
51313430168,gad,180,142
51313455199,bgd,162,160
51313460197,deg,284,274
51313473369,bba,23,115
51313519688,ceg,21,207
51313533570,gec,219,189
51313536586,fae,249,271
51313605251,eae,210,67
51313634849,add,96,116
51313638915,ced,161,316
51313661025,gfc,136,194
51313677800,aaf,109,96
51313681887,abd,121,49
51313686129,gge,135,220
51313733901,dcc,146,11
51313735260,cfe,298,232
51313742269,dga,284,96
51313742326,dff,286,282
51313777315,acb,163,138
51313801836,agc,130,63
51313810141,gcc,75,16
51313832591,daa,225,65
51313834182,cbe,241,365
51313852603,acg,58,193
51313854919,ecg,192,122
51313873014,cgd,174,264
51313888338,caa,85,121
51313893193,dgf,290,69
51313901423,dbg,182,194
51313925427,gaa,248,195
51313931449,cbf,106,215
51313935368,gee,126,117
51313937416,bgf,239,236
51313942611,cdd,37,122
51313962876,eda,233,317
51313972858,gea,200,37
51313995980,fad,194,31
51314073686,fcd,28,153
51314123704,cga,58,60
51314126811,aga,107,33
51314127197,cba,237,287
51314136689,eac,224,25
51314143977,gdb,195,154
51314145579,fbe,270,180
51314155301,cgb,219,45
51314166788,gcf,199,92
51314172605,gcb,271,200
51314191843,ede,236,268
51314192368,ccc,158,237
51314202111,fgf,125,67
51314211320,daf,60,90
51314215564,gbc,11,100
51314238711,gce,18,16
51314246092,cee,4,164
51314246377,gab,62,47
51314251287,eec,282,69
51314253050,aae,149,192
51314258478,dea,196,362
51314282830,bec,10,303
51314333764,cae,280,284
51314381334,fdf,266,92
51314392799,eab,88,308
51314398780,dbf,68,324
51314407633,fge,154,80
51314411290,gdd,124,59
51314452699,bgg,106,267
51314469772,dac,132,169
51314502296,edc,72,243
51314535365,gda,188,74
51314539271,feb,194,222
51314541389,fee,191,27
51314553405,cgf,139,118
51314560703,gga,52,172
51314579855,bea,133,321
51314596584,baf,237,379
51314604853,ade,101,89
51314607596,bcf,94,145
51314615200,bdb,204,23
51314627987,fdc,75,209
51314639247,aba,83,149
51314647140,bda,22,265
51314650116,fab,220,104
51314654580,bdd,154,55
51314667088,efb,65,28
51314691990,dee,78,280
51314699839,fde,189,161
51314700084,dcf,89,232
51314703901,gbf,243,186
51314712803,gfc,84,182
51314714635,dgg,75,127
51314726458,caf,265,201
51314743050,gdf,237,49
51314752049,bcd,223,63
51314764034,bbe,267,22
51314765185,eca,196,129
51314778538,adb,161,379
51314802076,ccd,148,83
51314812384,bbc,116,126
51314817541,cce,66,102
51314822157,bca,167,7
51314839596,efd,190,122
51314862420,bdb,108,26
51314874132,aef,97,179
51314875951,ddg,163,119
51314878559,ecg,176,120
51314896956,cfc,111,191
51314917082,eag,151,122
51314940886,fcc,216,232
51314973002,bef,79,35
51314974373,fbb,87,181
51315012215,aae,228,168
51315023596,ddf,235,69
51315030891,ceg,274,219
51315039919,ada,251,119
51315067217,gfb,104,296
51315073197,gae,268,112
51315094145,afg,206,181
51315096265,gfb,299,322
51315113501,cab,68,185
51315137354,bge,209,55
51315150952,fgg,113,33
51315154330,feg,213,75
51315155484,aee,38,47
51315157140,ddf,68,56
51315157504,fea,70,201
51315162042,fce,245,113
51315183405,dec,162,225
51315190574,efe,16,285
51315231342,dbe,16,54
51315255875,ege,37,95
51315259829,ecc,267,209
51315286517,aga,170,32
51315306620,ggc,41,128
51315352911,gde,185,155
51315358698,dac,275,136
51315387350,gea,46,29
51315392023,ffe,73,161
51315401080,adf,2,109
51315417687,bac,55,263
51315418167,geb,20,145
51315424589,edd,120,186
51315445114,baa,43,132
51315462950,bdd,251,58
51315479441,dcd,5,6
51315479745,dgd,243,115
51315490183,ddb,84,326
51315497848,agb,145,313
51315570645,eed,201,118
51315579456,dfa,214,340
51315596872,ffa,127,212
51315626499,dee,231,243
51315628278,bed,182,189
51315629728,eeg,44,151
51315641207,bac,196,236
51315652230,fad,24,34
51315660061,ebe,198,76
51315662432,ecd,48,257
51315663281,gaf,105,11
51315680413,bgg,219,304
51315685244,egf,207,229
51315691877,fgc,131,87
51315700057,fcb,275,174
51315703731,gbd,292,205
51315710755,gbc,139,107
51315723801,dfe,119,113
51315787338,ggg,71,95
51315804397,fec,279,25
51315816770,ece,210,185
51315823162,ebf,53,98
51315849515,fgc,58,82
51315866551,dag,56,176
51315883963,fca,15,256
51315889931,cdg,13,212
51315908070,eea,58,237
51315914979,ceg,18,216
51315930124,cda,220,33
51315939560,fed,204,66
51315940965,afd,237,216
51315973655,eff,257,147
51315987877,cad,233,164
51316021524,ggg,25,112
51316034699,agc,72,61
51316045373,fcf,236,113
51316050122,cea,258,161
51316065436,bfg,68,143
51316076748,cae,282,272
51316087572,bdc,149,241
51316107129,bbf,181,242
51316123521,bca,174,8
51316181011,fff,207,6
51316201510,bdg,92,52
51316209825,bea,247,288
51316217929,abd,163,39
51316224310,agb,56,338
51316228493,bag,79,127
51316232156,cdg,227,175
51316247332,afe,112,41
51316251415,gbb,26,375
51316276457,bfe,149,25
51316320484,bee,290,269
51316328349,efb,131,31
51316338714,bcf,202,171
51316345186,gdf,277,51
51316358398,afe,103,47
51316370553,fdb,276,286
51316373022,dbb,124,82
51316379708,ada,170,114
51316380522,dbe,119,64
51316438189,cge,6,195
51316441834,bde,129,54
51316449966,gbg,175,8
51316458799,aac,44,42
51316461192,geg,89,30
51316473945,gda,21,66
51316478369,aee,78,40
51316508654,abg,147,235
51316532950,dcg,9,55
51316542523,cdb,117,19
51316542861,beg,153,214
51316552903,cdc,32,160
51316573862,cbg,207,52
51316577934,fge,9,82
51316600772,ebf,160,109
51316643075,ffg,253,12
51316643439,fac,51,263
51316646949,fdg,9,149
51316659417,ceb,142,158
51316664725,eea,178,213
51316669050,bcd,64,69
51316674980,bff,284,258
51316694732,cbb,199,170
51316694773,cde,282,17
51316696760,bac,236,226
51316777321,ged,230,195
51316778818,aca,100,146
51316783789,ded,158,223
51316789838,dgd,217,96
51316819512,cba,117,264
51316824119,geb,96,117
51316839106,dee,116,233
51316840957,gcc,152,13
51316846418,gac,223,304
51316847105,abc,211,6
51316863933,abf,272,215
51316869877,gca,80,14
51316872568,ade,183,101
51316874092,eef,86,31
51316886098,fdd,137,41
51316890525,fff,296,6
51316914990,ccd,48,97
51316970209,cbf,174,227
51316977002,eaf,50,63
51316977542,cfe,157,197
51316992981,gef,101,279
51316993971,fdf,3,88
51316997455,ddb,19,335
51317016101,gaf,93,12
51317025543,geb,131,139
51317045747,abe,41,186
51317073803,cdd,162,134
51317098421,dad,204,6
51317119135,fag,207,99
51317125218,eca,41,109
51317131958,dfb,230,68
51317132850,gfb,215,383
51317159990,daf,215,77
51317168095,eac,284,22
51317168181,afa,261,332
51317176247,cac,226,107
51317195335,bab,15,181
51317203713,gdc,57,252
51317227984,agg,19,42
51317238224,ecg,108,110
51317255919,dfa,128,312
51317264014,beb,159,235
51317296233,egd,2,226
51317302242,dca,28,117
51317312167,gcf,209,75
51317319157,egb,188,111
51317319272,efg,209,97
51317324468,agf,276,139
51317330427,aag,221,333
51317333527,fga,26,167
51317338513,eeg,93,125
51317350689,aeb,292,171
51317382789,ddc,298,219
51317388509,ceg,51,213
51317390809,dde,29,128
51317423551,dba,45,112
51317454267,aba,251,168
51317456906,acf,151,139
51317485275,egg,184,203
